,rank_ic
2026-03-06,-0.21194404568673897
2026-03-13,-0.2516170536533356
2026-03-20,0.14054981087232482
2026-03-27,-0.2759592258914621
2026-04-03,0.1278342711424464
2026-04-13,0.08623985777111316
2026-04-20,-0.1117416975025971
2026-04-27,0.2952604152700214
2026-05-07,0.010400991814455517
2026-05-14,0.019548150700780902
2026-05-21,-0.3007761989540459
2026-05-28,0.00033008341434069197
2026-06-04,-0.28676294628076443
2026-06-11,0.2914557018650033
2026-06-18,-0.21517332414857746
2026-06-26,-0.280427511631765
2026-07-03,-0.46182109246186764
2026-07-10,-0.5929302343855639
2026-07-17,0.2674392122616021
2026-07-24,-0.23238694425103948
2026-07-31,0.5727076069540538
2026-08-07,0.22740605068434006
2026-08-14,-0.42989557418905283
2026-08-21,0.22400610153200243
2026-08-28,-0.13119815224308654
2026-09-04,-0.24595112946020517
